T1,T2,S1,S2,A_FT1,A_FT2,A_G,A_W,A_D,A_L,A_GP,A_GM,A_GD,A_P2PA,A_P2PB,A_Perc,A_PP,A_P3P,B_FT1,B_FT2,B_G,B_W,B_D,B_L,B_GP,B_GM,B_GD,B_P2PA,B_P2PB,B_Perc,B_PP,B_P3P
Sweden,Estonia,1,1,11,-2,46,16,13,17,74,69,5,45,47,489,50,61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,Finland,3,0,11,-2,46,16,13,17,74,69,5,45,47,489,50,61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Finland,Iceland,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
U.A.E.,Iceland,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Iceland,United States,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,7,33,8,6,19,37,62,-25,22,44,333,27,30
Macedonia,Slovenia,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,-1,6,1,1,4,5,10,-5,3,9,250,4,4
Croatia,Israel,2,0,4,1,16,7,2,7,21,17,4,16,16,500,23,23,1,-11,3,0,2,1,1,3,-2,2,4,333,2,2
Liechtenstein,Gibraltar,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,Romania,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Poland,Serbia,1,0,7,-2,31,15,5,11,44,40,4,35,27,565,37,50,11,-1,43,17,8,18,64,59,5,42,44,488,45,59
Estonia,Norway,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,-4,8,2,3,3,7,8,-1,7,9,438,9,9
Moldova,Malta,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Greece,Montenegro,2,1,3,2,10,2,2,6,5,20,-15,6,14,300,8,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Turkey,Sweden,2,1,2,-3,10,5,1,4,20,17,3,11,9,550,15,16,11,-2,46,16,13,17,74,69,5,45,47,489,50,61
Ukraine,Cyprus,1,0,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,Iceland,2,1,4,-1,16,8,2,6,27,24,3,18,14,563,23,26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Italy,Spain,1,1,18,14,83,45,20,18,128,77,51,110,56,663,124,155,14,10,59,29,12,18,92,66,26,70,48,593,86,99
Scotland,Czech Republic,1,0,8,-4,23,4,7,12,25,41,-16,15,31,326,15,19,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41
Wales,Northern Ireland,1,1,1,-14,5,1,3,1,4,4,0,5,5,500,5,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Armenia,Belarus,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,Bosnia & Herzegovina,0,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,3,1,0,2,4,4,0,2,4,333,3,3
Latvia,Slovakia,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4
Switzerland,Rep. of Ireland,0,1,10,3,33,11,6,16,45,59,-14,28,38,424,34,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
France,Netherlands,3,2,14,5,59,29,11,19,106,71,35,69,49,585,83,98,10,3,50,27,11,12,86,48,38,65,35,650,84,92
Bulgaria,Portugal,1,0,7,-4,26,3,8,15,22,53,-31,14,38,269,17,17,6,4,26,13,4,9,43,29,14,30,22,577,37,43
Poland,Finland,5,0,7,-2,31,15,5,11,44,40,4,35,27,565,37,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Russia,Lithuania,3,0,10,1,40,17,8,15,66,47,19,42,38,525,44,59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Croatia,Hungary,1,1,4,1,16,7,2,7,21,17,4,16,16,500,23,23,9,-7,32,15,3,14,87,57,30,33,31,516,33,48
Azerbaijan,Kazakhstan,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Austria,Albania,2,1,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Germany,England,2,3,18,16,106,66,20,20,224,121,103,152,60,717,179,218,14,5,62,26,19,17,79,56,23,71,53,573,79,97
Spain,Romania,0,0,14,10,59,29,12,18,92,66,26,70,48,593,86,99,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Andorra,Moldova,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wales,Ukraine,0,1,1,-14,5,1,3,1,4,4,0,5,5,500,5,6,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7
Faroe Islands,Liechtenstein,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
North. Ireland,Slovenia,1,0,3,-7,13,3,5,5,13,23,-10,11,15,423,11,14,2,-1,6,1,1,4,5,10,-5,3,9,250,4,4
Belarus,Montenegro,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,Bosnia & Herzegovina,0,2,10,3,33,11,6,16,45,59,-14,28,38,424,34,39,1,1,3,1,0,2,4,4,0,2,4,333,3,3
Finland,Norway,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,-4,8,2,3,3,7,8,-1,7,9,438,9,9
Macedonia,Bulgaria,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-4,26,3,8,15,22,53,-31,14,38,269,17,17
Italy,Germany,1,4,18,14,83,45,20,18,128,77,51,110,56,663,124,155,18,16,106,66,20,20,224,121,103,152,60,717,179,218
Estonia,Serbia,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,-1,43,17,8,18,64,59,5,42,44,488,45,59
Georgia,Kazakhstan,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Greece,Iceland,2,3,3,2,10,2,2,6,5,20,-15,6,14,300,8,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,Czech Republic,1,1,11,-2,46,16,13,17,74,69,5,45,47,489,50,61,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41
Austria,Turkey,1,2,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,2,-3,10,5,1,4,20,17,3,11,9,550,15,16
Latvia,Gibraltar,5,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Rep. of Ireland,Slovakia,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4
Belgium,Portugal,1,2,12,1,41,14,9,18,52,66,-14,37,45,451,44,51,6,4,26,13,4,9,43,29,14,30,22,577,37,43
France,Russia,4,2,14,5,59,29,11,19,106,71,35,69,49,585,83,98,10,1,40,17,8,15,66,47,19,42,38,525,44,59
Netherlands,England,2,1,10,3,50,27,11,12,86,48,38,65,35,650,84,92,14,5,62,26,19,17,79,56,23,71,53,573,79,97
Denmark,Scotland,0,1,4,-1,16,8,2,6,27,24,3,18,14,563,23,26,8,-4,23,4,7,12,25,41,-16,15,31,326,15,19
Albania,Luxembourg,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Côte d`Ivoire,Hungary,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,-7,32,15,3,14,87,57,30,33,31,516,33,48
England,Turkey,2,1,14,5,62,26,19,17,79,56,23,71,53,573,79,97,2,-3,10,5,1,4,20,17,3,11,9,550,15,16
Serbia,Cyprus,2,1,11,-1,43,17,8,18,64,59,5,42,44,488,45,59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Congo D.R.,Romania,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Azerbaijan,Andorra,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Georgia,3,1,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Malta,Czech Republic,0,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41
Rep. of Ireland,Netherlands,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,3,50,27,11,12,86,48,38,65,35,650,84,92
Moldova,Croatia,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,1,16,7,2,7,21,17,4,16,16,500,23,23
Australia,England,1,2,4,3,13,2,3,8,11,26,-15,7,19,269,9,9,14,5,62,26,19,17,79,56,23,71,53,573,79,97
North. Ireland,Belarus,3,0,3,-7,13,3,5,5,13,23,-10,11,15,423,11,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Armenia,Guatemala,7,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,Belgium,1,2,10,3,33,11,6,16,45,59,-14,28,38,424,34,39,12,1,41,14,9,18,52,66,-14,37,45,451,44,51
Bosnia & Herzegovina,Spain,1,3,1,1,3,1,0,2,4,4,0,2,4,333,3,3,14,10,59,29,12,18,92,66,26,70,48,593,86,99
Estonia,Lithuania,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Qatar,Albania,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Azerbaijan,Macedonia,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Germany,Slovakia,1,3,18,16,106,66,20,20,224,121,103,152,60,717,179,218,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4
Ukraine,Romania,4,3,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Turkey,Montenegro,1,0,2,-3,10,5,1,4,20,17,3,11,9,550,15,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scotland,Italy,0,1,8,-4,23,4,7,12,25,41,-16,15,31,326,15,19,18,14,83,45,20,18,128,77,51,110,56,663,124,155
Norway,Portugal,0,3,3,-4,8,2,3,3,7,8,-1,7,9,438,9,9,6,4,26,13,4,9,43,29,14,30,22,577,37,43
Slovenia,Sweden,0,0,2,-1,6,1,1,4,5,10,-5,3,9,250,4,4,11,-2,46,16,13,17,74,69,5,45,47,489,50,61
Cameroon,France,2,3,7,2,23,4,7,12,18,43,-25,15,31,326,16,19,14,5,59,29,11,19,106,71,35,69,49,585,83,98
Luxembourg,Nigeria,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,2,18,5,3,10,20,26,-6,13,23,361,18,18
Austria,Malta,2,1,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Israel,Serbia,1,3,1,-11,3,0,2,1,1,3,-2,2,4,333,2,2,11,-1,43,17,8,18,64,59,5,42,44,488,45,59
Rep. of Ireland,Belarus,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Norway,Iceland,3,2,3,-4,8,2,3,3,7,8,-1,7,9,438,9,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Russia,Czech Republic,1,2,10,1,40,17,8,15,66,47,19,42,38,525,44,59,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41
South Korea,Spain,1,6,9,8,31,5,9,17,31,67,-36,19,43,306,24,24,14,10,59,29,12,18,92,66,26,70,48,593,86,99
Estonia,Andorra,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,Latvia,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Armenia,Salvador,4,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poland,Netherlands,1,2,7,-2,31,15,5,11,44,40,4,35,27,565,37,50,10,3,50,27,11,12,86,48,38,65,35,650,84,92
Belgium,Finland,1,1,12,1,41,14,9,18,52,66,-14,37,45,451,44,51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
England,Portugal,1,0,14,5,62,26,19,17,79,56,23,71,53,573,79,97,6,4,26,13,4,9,43,29,14,30,22,577,37,43
Macedonia,Iran,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,1,12,1,3,8,7,22,-15,5,19,208,6,6
Switzerland,Moldova,2,1,10,3,33,11,6,16,45,59,-14,28,38,424,34,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kosovo,Faroe Islands,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Albania,Ukraine,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7
Bulgaria,Japan,2,7,7,-4,26,3,8,15,22,53,-31,14,38,269,17,17,5,5,17,4,4,9,14,22,-8,12,22,353,16,16
Denmark,Bosnia & Herzegovina,2,2,4,-1,16,8,2,6,27,24,3,18,14,563,23,26,1,1,3,1,0,2,4,4,0,2,4,333,3,3
Canada,Azerbaijan,1,1,1,-7,3,0,0,3,0,5,-5,0,6,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Georgia,Romania,1,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
San Marino,Croatia,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,1,16,7,2,7,21,17,4,16,16,500,23,23
Latvia,Estonia,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scotland,France,0,3,8,-4,23,4,7,12,25,41,-16,15,31,326,15,19,14,5,59,29,11,19,106,71,35,69,49,585,83,98
Australia,Greece,1,0,4,3,13,2,3,8,11,26,-15,7,19,269,9,9,3,2,10,2,2,6,5,20,-15,6,14,300,8,8
Germany,Hungary,2,0,18,16,106,66,20,20,224,121,103,152,60,717,179,218,9,-7,32,15,3,14,87,57,30,33,31,516,33,48
Austria,Netherlands,0,2,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,10,3,50,27,11,12,86,48,38,65,35,650,84,92
Slovakia,North. Ireland,0,0,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4,3,-7,13,3,5,5,13,23,-10,11,15,423,11,14
Norway,Belgium,2,3,3,-4,8,2,3,3,7,8,-1,7,9,438,9,9,12,1,41,14,9,18,52,66,-14,37,45,451,44,51
Slovenia,Turkey,0,1,2,-1,6,1,1,4,5,10,-5,3,9,250,4,4,2,-3,10,5,1,4,20,17,3,11,9,550,15,16
Czech Republic,South Korea,1,2,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41,9,8,31,5,9,17,31,67,-36,19,43,306,24,24
Wales,Sweden,0,3,1,-14,5,1,3,1,4,4,0,5,5,500,5,6,11,-2,46,16,13,17,74,69,5,45,47,489,50,61
Russia,Serbia,1,1,10,1,40,17,8,15,66,47,19,42,38,525,44,59,11,-1,43,17,8,18,64,59,5,42,44,488,45,59
Finland,Italy,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18,14,83,45,20,18,128,77,51,110,56,663,124,155
Lithuania,Poland,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,-2,31,15,5,11,44,40,4,35,27,565,37,50
Liechtenstein,Iceland,0,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Japan,Bosnia & Herzegovina,1,2,5,5,17,4,4,9,14,22,-8,12,22,353,16,16,1,1,3,1,0,2,4,4,0,2,4,333,3,3
Spain,Georgia,0,1,14,10,59,29,12,18,92,66,26,70,48,593,86,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Australia,Greece,1,2,4,3,13,2,3,8,11,26,-15,7,19,269,9,9,3,2,10,2,2,6,5,20,-15,6,14,300,8,8
Denmark,Bulgaria,4,0,4,-1,16,8,2,6,27,24,3,18,14,563,23,26,7,-4,26,3,8,15,22,53,-31,14,38,269,17,17
Kazakhstan,China,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-3,3,0,0,3,0,9,-9,0,6,0,0,0
Estonia,Portugal,0,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,4,26,13,4,9,43,29,14,30,22,577,37,43
France,Romania,2,1,14,5,59,29,11,19,106,71,35,69,49,585,83,98,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
England,Russia,1,1,14,5,62,26,19,17,79,56,23,71,53,573,79,97,10,1,40,17,8,15,66,47,19,42,38,525,44,59
Albania,Switzerland,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,3,33,11,6,16,45,59,-14,28,38,424,34,39
Wales,Slovakia,2,1,1,-14,5,1,3,1,4,4,0,5,5,500,5,6,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4
Turkey,Croatia,0,1,2,-3,10,5,1,4,20,17,3,11,9,550,15,16,4,1,16,7,2,7,21,17,4,16,16,500,23,23
North. Ireland,Poland,0,1,3,-7,13,3,5,5,13,23,-10,11,15,423,11,14,7,-2,31,15,5,11,44,40,4,35,27,565,37,50
Ukraine,Germany,0,2,1,-2,5,2,1,2,5,7,-2,5,5,500,7,7,18,16,106,66,20,20,224,121,103,152,60,717,179,218
Spain,Czech Republic,1,0,14,10,59,29,12,18,92,66,26,70,48,593,86,99,9,-2,33,12,5,16,47,49,-2,29,37,439,30,41
Sweden,Rep. of Ireland,1,1,11,-2,46,16,13,17,74,69,5,45,47,489,50,61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Italy,Belgium,2,0,18,14,83,45,20,18,128,77,51,110,56,663,124,155,12,1,41,14,9,18,52,66,-14,37,45,451,44,51
Austria,Hungary,0,2,7,-4,29,12,4,13,43,47,-4,28,30,483,28,40,9,-7,32,15,3,14,87,57,30,33,31,516,33,48
Portugal,Iceland,1,1,6,4,26,13,4,9,43,29,14,30,22,577,37,43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,Romania,1,1,10,3,33,11,6,16,45,59,-14,28,38,424,34,39,7,-4,21,8,5,8,30,32,-2,21,21,500,26,29
Russia,Slovakia,1,2,10,1,40,17,8,15,66,47,19,42,38,525,44,59,1,-1,4,1,1,2,5,7,-2,3,5,375,4,4
Albania,France,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,5,59,29,11,19,106,71,35,69,49,585,83,98
Germany,Poland,0,0,18,16,106,66,20,20,224,121,103,152,60,717,179,218,7,-2,31,15,5,11,44,40,4,35,27,565,37,50
